City,State,MGrid,Zip,Lat/Long
"""CHIMES",AR,EM35rt,72645,"35.82  -92.55"""
"""FLAG",AR,EM35rt,72645,"35.82  -92.55"""
"""OXLEY",AR,EM35rt,72645,"35.82  -92.55"""
"""RUMLEY",AR,EM35rt,72645,"35.82  -92.55"""
"""LETONA",AR,EM45ci,72085,"35.36  -91.83"""
"""LEWISVILLE",AR,EM33fi,71845,"33.36  -93.57"""
"""LEXA",AR,EM44po,72355,"34.59  -90.75"""
"""LINCOLN",AR,EM25sw,72744,"35.94  -94.42"""
"""LITTLE ROCK",AR,EM34tr,72201,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72202,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72203,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72204,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72205,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72206,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72207,"34.72  -92.35"""
"""CAMMACK VILLAGE",AR,EM34tr,72207,"34.72  -92.35"""
"""CAMMACK VLG",AR,EM34tr,72207,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72209,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72210,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72211,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72212,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72214,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72215,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72216,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72217,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72219,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72221,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72222,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72223,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72225,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72227,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34tr,72231,"34.72  -92.35"""
"""N LITTLE ROCK",AR,EM34tr,72231,"34.72  -92.35"""
"""NLR",AR,EM34tr,72231,"34.72  -92.35"""
"""NORTH LITTLE ROCK",AR,EM34tr,72231,"34.72  -92.35"""
"""LITTLE ROCK",AR,EM34us,72260,"34.75  -92.28"""
"""LITTLE ROCK",AR,EM34tr,72295,"34.72  -92.35"""
"""LOCKESBURG",AR,EM23vx,71846,"33.97  -94.17"""
"""LOCUST GROVE",AR,EM45dr,72550,"35.71  -91.75"""
"""LONDON",AR,EM35jh,72847,"35.32  -93.24"""
"""LONOKE",AR,EM44bs,72086,"34.78  -91.89"""
"""BAYOU METRO",AR,EM44bs,72086,"34.78  -91.89"""
"""FURLOW",AR,EM44bs,72086,"34.78  -91.89"""
"""PETTUS",AR,EM44bs,72086,"34.78  -91.89"""
"""WATTENSAW",AR,EM44bs,72086,"34.78  -91.89"""
"""LONSDALE",AR,EM34om,72087,"34.54  -92.81"""
"""OWENSVILLE",AR,EM34om,72087,"34.54  -92.81"""
"""LOUANN",AR,EM33oj,71751,"33.39  -92.79"""
"""LOWELL",AR,EM26wg,72745,"36.26  -94.13"""
"""LUXORA",AR,EM55as,72358,"35.75  -89.93"""
"""TOMATO",AR,EM55as,72358,"35.75  -89.93"""
"""LYNN",AR,EM46ja,72440,"36  -91.25"""
"""MC CASKILL",AR,EM33ev,71847,"33.91  -93.64"""
"""MC CRORY",AR,EM45jg,72101,"35.25  -91.19"""
"""FAIR OAKS",AR,EM45jg,72101,"35.25  -91.19"""
"""HOWELL",AR,EM45jg,72101,"35.25  -91.19"""
"""MCCRORY",AR,EM45jg,72101,"35.25  -91.19"""
"""GRAYS",AR,EM45jg,72101,"35.25  -91.19"""
"""HILLEMANN",AR,EM45jg,72101,"35.25  -91.19"""
"""MORTON",AR,EM45jg,72101,"35.25  -91.19"""
"""PUMPKIN BEND",AR,EM45jg,72101,"35.25  -91.19"""
"""RIVERSIDE",AR,EM45jg,72101,"35.25  -91.19"""
"""WIVILLE",AR,EM45jg,72101,"35.25  -91.19"""
"""MC DOUGAL",AR,EM46tk,72441,"36.43  -90.39"""
"""MC GEHEE",AR,EM43ho,71654,"33.62  -91.39"""
"""MCGEHEE",AR,EM43ho,71654,"33.62  -91.39"""
"""MASONVILLE",AR,EM43ho,71654,"33.62  -91.39"""
"""MCARTHUR",AR,EM43ho,71654,"33.62  -91.39"""
"""TRIPPE",AR,EM43ho,71654,"33.62  -91.39"""
"""ROHWER",AR,EM43ho,71666,"33.62  -91.39"""
"""MC GEHEE",AR,EM43ho,71666,"33.62  -91.39"""
"""MCGEHEE",AR,EM43ho,71666,"33.62  -91.39"""
"""DUCE",AR,EM43ho,71666,"33.62  -91.39"""
"""POSSUM FORK",AR,EM43ho,71666,"33.62  -91.39"""
"""MC NEIL",AR,EM33ji,71752,"33.34  -93.2"""
"""MC RAE",AR,EM45cc,72102,"35.11  -91.82"""
"""MCRAE",AR,EM45cc,72102,"35.11  -91.82"""
"""MABELVALE",AR,EM34to,72103,"34.59  -92.38"""
"""SHANNON HILLS",AR,EM34to,72103,"34.59  -92.38"""
"""ROYAL OAK",AR,EM34to,72103,"34.59  -92.38"""
"""MADISON",AR,EM45pa,72359,"35.01  -90.73"""
"""MAGAZINE",AR,EM35cd,72943,"35.15  -93.8"""
"""MAGNESS",AR,EM45gq,72553,"35.7  -91.48"""
"""MAGNOLIA",AR,EM33jg,71753,"33.27  -93.23"""
"""VILLAGE",AR,EM33jg,71753,"33.27  -93.23"""
"""MAGNOLIA",AR,EM33jg,71754,"33.27  -93.23"""
"""MALVERN",AR,EM34oi,72104,"34.37  -92.81"""
"""ROCKPORT",AR,EM34oi,72104,"34.37  -92.81"""
"""BROWN SPRINGS",AR,EM34oi,72104,"34.37  -92.81"""
"""BUTTERFIELD",AR,EM34oi,72104,"34.37  -92.81"""
"""DURIAN",AR,EM34oi,72104,"34.37  -92.81"""
"""GIFFORD",AR,EM34oi,72104,"34.37  -92.81"""
"""GLEN ROSE",AR,EM34oi,72104,"34.37  -92.81"""
"""MAGNET COVE",AR,EM34oi,72104,"34.37  -92.81"""
"""PERLA",AR,EM34oi,72104,"34.37  -92.81"""
"""ROLLA",AR,EM34oi,72104,"34.37  -92.81"""
"""SOCIAL HILL",AR,EM34oi,72104,"34.37  -92.81"""
"""JONES MILL",AR,EM34nl,72105,"34.46  -92.84"""
"""MALVERN",AR,EM34nl,72105,"34.46  -92.84"""
"""MAMMOTH SPRING",AR,EM46fl,72554,"36.49  -91.54"""
"""MAMMOTH SPG",AR,EM46fl,72554,"36.49  -91.54"""
"""MANILA",AR,EM45wv,72442,"35.88  -90.16"""
"""MANSFIELD",AR,EM25vb,72944,"35.05  -94.24"""
"""ABBOTT",AR,EM25vb,72944,"35.05  -94.24"""
"""MARCELLA",AR,EM45ar,72555,"35.74  -91.94"""
"""MARIANNA",AR,EM44os,72360,"34.77  -90.76"""
"""MARION",AR,EM45ve,72364,"35.2  -90.2"""
"""MARKED TREE",AR,EM45tm,72365,"35.53  -90.41"""
"""LAFE",AR,EM46se,72436,"36.2  -90.5"""
"""MARMADUKE",AR,EM46se,72436,"36.2  -90.5"""
"""MARMADUKE",AR,EM46te,72443,"36.18  -90.38"""
"""MARSHALL",AR,EM35qv,72650,"35.9  -92.63"""
"""CANAAN",AR,EM35qv,72650,"35.9  -92.63"""
"""DONGOLA",AR,EM35qv,72650,"35.9  -92.63"""
"""LANDIS",AR,EM35qv,72650,"35.9  -92.63"""
"""MARVELL",AR,EM44nn,72366,"34.55  -90.91"""
"""MAYFLOWER",AR,EM34tx,72106,"34.97  -92.41"""
"""LOLLIE",AR,EM34tx,72106,"34.97  -92.41"""
"""MAYNARD",AR,EM46nk,72444,"36.42  -90.9"""
"""MAYSVILLE",AR,EM26rj,72747,"36.4  -94.58"""
"""MELBOURNE",AR,EM46bb,72556,"36.06  -91.89"""
"""BOSWELL",AR,EM46bb,72556,"36.06  -91.89"""
"""ZION",AR,EM46bb,72556,"36.06  -91.89"""
"""MELLWOOD",AR,EM44le,72367,"34.19  -91.03"""
"""MENA",AR,EM24vn,71953,"34.58  -94.23"""
"""ACORN",AR,EM24vn,71953,"34.58  -94.23"""
"""BIG FORK",AR,EM24vn,71953,"34.58  -94.23"""
"""BLACK FORK",AR,EM24vn,71953,"34.58  -94.23"""
"""DALLAS",AR,EM24vn,71953,"34.58  -94.23"""
"""INK",AR,EM24vn,71953,"34.58  -94.23"""
"""MENOS",AR,EM24vn,71953,"34.58  -94.23"""
"""MOUNTAIN FORK",AR,EM24vn,71953,"34.58  -94.23"""
"""NUNLEY",AR,EM24vn,71953,"34.58  -94.23"""
"""POTTER",AR,EM24vn,71953,"34.58  -94.23"""
"""POTTER JUNCTION",AR,EM24vn,71953,"34.58  -94.23"""
"""ROCKY",AR,EM24vn,71953,"34.58  -94.23"""
"""YOCANA",AR,EM24vn,71953,"34.58  -94.23"""
"""MENIFEE",AR,EM35rd,72107,"35.14  -92.55"""
"""MIDLAND",AR,EM25tc,72945,"35.09  -94.35"""
"""MIDWAY",AR,EM36sg,72651,"36.28  -92.43"""
"""MINERAL SPRINGS",AR,EM33au,71851,"33.87  -93.92"""
"""MINERAL SPGS",AR,EM33au,71851,"33.87  -93.92"""
"""MINTURN",AR,EM45lx,72445,"35.97  -91.02"""
"""MONETTE",AR,EM45tv,72447,"35.89  -90.34"""
"""MONROE",AR,EM44lr,72108,"34.71  -91.07"""
"""MONTICELLO",AR,EM43co,71655,"33.62  -91.79"""
"""COLEMAN",AR,EM43co,71655,"33.62  -91.79"""
"""COMINTO",AR,EM43co,71655,"33.62  -91.79"""
"""FLORENCE",AR,EM43co,71655,"33.62  -91.79"""
"""LACEY",AR,EM43co,71655,"33.62  -91.79"""
"""LADELLE",AR,EM43co,71655,"33.62  -91.79"""
"""MONTONGO",AR,EM43co,71655,"33.62  -91.79"""
"""MOUNT TABOR",AR,EM43co,71655,"33.62  -91.79"""
"""TENNESSEE",AR,EM43co,71655,"33.62  -91.79"""
"""UA MONTICELLO",AR,EM43co,71655,"33.62  -91.79"""
"""MONTICELLO",AR,EM43co,71656,"33.62  -91.79"""
"""UNIVERSITY OF ARKANSAS",AR,EM43co,71656,"33.62  -91.79"""
"""MONTICELLO",AR,EM43co,71657,"33.62  -91.79"""
"""MONTROSE",AR,EM43gg,71658,"33.29  -91.49"""
"""BOYDELL",AR,EM43gg,71658,"33.29  -91.49"""
"""SNYDER",AR,EM43gg,71658,"33.29  -91.49"""
"""THEBES",AR,EM43gg,71658,"33.29  -91.49"""
"""MORO",AR,EM44ms,72368,"34.79  -90.98"""
"""MORRILTON",AR,EM35pd,72110,"35.15  -92.74"""
"""OPPELO",AR,EM35pd,72110,"35.15  -92.74"""
"""DABNEY",AR,EM35pd,72110,"35.15  -92.74"""
"""HICKORY HILL",AR,EM35pd,72110,"35.15  -92.74"""
"""LANTY",AR,EM35pd,72110,"35.15  -92.74"""
"""LEWISBURG",AR,EM35pd,72110,"35.15  -92.74"""
"""RIVERVIEW",AR,EM35pd,72110,"35.15  -92.74"""
"""SANDTOWN",AR,EM35pd,72110,"35.15  -92.74"""
"""WESLEY CHAPEL",AR,EM35pd,72110,"35.15  -92.74"""
"""MORROW",AR,EM25tu,72749,"35.85  -94.38"""
"""MOSCOW",AR,EM44cd,71659,"34.15  -91.79"""
"""LINWOOD",AR,EM44cd,71659,"34.15  -91.79"""
"""MOUNTAINBURG",AR,EM25wp,72946,"35.63  -94.16"""
"""MOUNTAIN HOME",AR,EM36th,72653,"36.33  -92.37"""
"""SALESVILLE",AR,EM36th,72653,"36.33  -92.37"""
"""MTN HOME",AR,EM36th,72653,"36.33  -92.37"""
"""MOUNTAIN HOME",AR,EM36th,72654,"36.33  -92.37"""
"""MTN HOME",AR,EM36th,72654,"36.33  -92.37"""
"""MOUNTAIN PINE",AR,EM34jn,71956,"34.57  -93.17"""
"""MT PINE",AR,EM34jn,71956,"34.57  -93.17"""
"""FIFTY SIX",AR,EM36va,72533,"36.02  -92.22"""
"""MOUNTAIN VIEW",AR,EM36va,72533,"36.02  -92.22"""
"""MOUNTAIN VIEW",AR,EM35wu,72560,"35.87  -92.11"""
"""HANOVER",AR,EM35wu,72560,"35.87  -92.11"""
"""MOUNT HOLLY",AR,EM33mh,71758,"33.31  -92.94"""
"""MOUNT IDA",AR,EM34en,71957,"34.55  -93.63"""
"""MOUNT JUDEA",AR,EM35lt,72655,"35.83  -93.04"""
"""BASS",AR,EM35lt,72655,"35.83  -93.04"""
"""MOUNT PLEASANT",AR,EM45cx,72561,"35.98  -91.77"""
"""MT PLEASANT",AR,EM45cx,72561,"35.98  -91.77"""
"""MOUNT VERNON",AR,EM35wf,72111,"35.22  -92.13"""
"""GARLAND SPRINGS",AR,EM35wf,72111,"35.22  -92.13"""
"""HAMMONSVILLE",AR,EM35wf,72111,"35.22  -92.13"""
"""MULBERRY",AR,EM25xm,72947,"35.5  -94.07"""
"""MURFREESBORO",AR,EM34db,71958,"34.06  -93.69"""
"""BILLSTOWN",AR,EM34db,71958,"34.06  -93.69"""
"""KIMBERLEY",AR,EM34db,71958,"34.06  -93.69"""
"""MOUNT MORIAH",AR,EM34db,71958,"34.06  -93.69"""
"""NASHVILLE",AR,EM33bw,71852,"33.94  -93.85"""
"""NATURAL DAM",AR,EM25tp,72948,"35.65  -94.4"""
"""NEWARK",AR,EM45gq,72562,"35.7  -91.44"""
"""NEW BLAINE",AR,EM35gh,72851,"35.33  -93.44"""
"""NEW EDINBURG",AR,EM33vs,71660,"33.76  -92.19"""
"""HEBRON",AR,EM33vs,71660,"33.76  -92.19"""
"""ORLANDO",AR,EM33vs,71660,"33.76  -92.19"""
"""NEWHOPE",AR,EM34bf,71959,"34.22  -93.85"""
"""NEWPORT",AR,EM45jo,72112,"35.62  -91.23"""
"""ALGOA",AR,EM45jo,72112,"35.62  -91.23"""
"""AUVERGNE",AR,EM45jo,72112,"35.62  -91.23"""
"""BENGALL",AR,EM45jo,72112,"35.62  -91.23"""
"""BLACKVILLE",AR,EM45jo,72112,"35.62  -91.23"""
"""FITZGERALD",AR,EM45jo,72112,"35.62  -91.23"""
"""INGLESIDE",AR,EM45jo,72112,"35.62  -91.23"""
"""JOHNSTOWN",AR,EM45jo,72112,"35.62  -91.23"""
"""MURPHYS CORNER",AR,EM45jo,72112,"35.62  -91.23"""
"""NEW PR",AR,EM45jo,72112,"35.62  -91.23"""
"""REMMEL",AR,EM45jo,72112,"35.62  -91.23"""
"""WELDON",AR,EM45jo,72112,"35.62  -91.23"""
"""NORFORK",AR,EM36ue,72658,"36.2  -92.28"""
"""OLD JOE",AR,EM36ue,72658,"36.2  -92.28"""
"""NORFORK",AR,EM36ue,72659,"36.2  -92.28"""
"""NORMAN",AR,EM34dk,71960,"34.45  -93.67"""
"""NORPHLET",AR,EM33qh,71759,"33.31  -92.66"""
"""MAUMELLE",AR,EM34tu,72113,"34.85  -92.41"""
"""N LITTLE ROCK",AR,EM34tu,72113,"34.85  -92.41"""
"""NORTH LITTLE ROCK",AR,EM34tu,72113,"34.85  -92.41"""
"""NLR",AR,EM34tu,72113,"34.85  -92.41"""
"""NO LITTLE ROCK",AR,EM34tu,72113,"34.85  -92.41"""
"""NORTH LITTLE ROCK",AR,EM34vs,72114,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72114,"34.78  -92.25"""
"""N L R",AR,EM34vs,72114,"34.78  -92.25"""
"""NLR",AR,EM34vs,72114,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72114,"34.78  -92.25"""
"""VETERANS ADMIN FAC",AR,EM34vs,72114,"34.78  -92.25"""
"""VETERANS ADMIN. FAC.",AR,EM34vs,72114,"34.78  -92.25"""
"""VETERANS ADMINISTRATION FACI",AR,EM34vs,72114,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72115,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72115,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72115,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72116,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72116,"34.78  -92.25"""
"""N L R",AR,EM34vs,72116,"34.78  -92.25"""
"""N LR",AR,EM34vs,72116,"34.78  -92.25"""
"""NLR",AR,EM34vs,72116,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72116,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72117,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72117,"34.78  -92.25"""
"""BAUCUM",AR,EM34vs,72117,"34.78  -92.25"""
"""BOOKER",AR,EM34vs,72117,"34.78  -92.25"""
"""GALLOWAY",AR,EM34vs,72117,"34.78  -92.25"""
"""MARCHE",AR,EM34vs,72117,"34.78  -92.25"""
"""MCALMONT",AR,EM34vs,72117,"34.78  -92.25"""
"""N L R",AR,EM34vs,72117,"34.78  -92.25"""
"""N LR",AR,EM34vs,72117,"34.78  -92.25"""
"""NLR",AR,EM34vs,72117,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72117,"34.78  -92.25"""
"""RIXEY",AR,EM34vs,72117,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72118,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72118,"34.78  -92.25"""
"""BLUE HILL",AR,EM34vs,72118,"34.78  -92.25"""
"""CRYSTAL HILL",AR,EM34vs,72118,"34.78  -92.25"""
"""JEFFERY",AR,EM34vs,72118,"34.78  -92.25"""
"""MAUMELLE",AR,EM34vs,72118,"34.78  -92.25"""
"""N L R",AR,EM34vs,72118,"34.78  -92.25"""
"""N LR",AR,EM34vs,72118,"34.78  -92.25"""
"""NLR",AR,EM34vs,72118,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72118,"34.78  -92.25"""
"""WEST MARCHE",AR,EM34vs,72118,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72119,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72119,"34.78  -92.25"""
"""NLR",AR,EM34vs,72119,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72119,"34.78  -92.25"""
"""SHERWOOD",AR,EM34vt,72120,"34.83  -92.2"""
"""N LITTLE ROCK",AR,EM34vt,72120,"34.83  -92.2"""
"""NORTH LITTLE ROCK",AR,EM34vt,72120,"34.83  -92.2"""
"""NLR",AR,EM34vt,72120,"34.83  -92.2"""
"""NO LITTLE ROCK",AR,EM34vt,72120,"34.83  -92.2"""
"""NORTH LITTLE ROCK",AR,EM34vs,72124,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72124,"34.78  -92.25"""
"""SHERWOOD",AR,EM34vs,72124,"34.78  -92.25"""
"""NLR",AR,EM34vs,72124,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72124,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72190,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72190,"34.78  -92.25"""
"""NLR",AR,EM34vs,72190,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72190,"34.78  -92.25"""
"""NORTH LITTLE ROCK",AR,EM34vs,72199,"34.78  -92.25"""
"""CAMP ROBINSON",AR,EM34vs,72199,"34.78  -92.25"""
"""N LITTLE ROCK",AR,EM34vs,72199,"34.78  -92.25"""
"""NLR",AR,EM34vs,72199,"34.78  -92.25"""
"""NO LITTLE ROCK",AR,EM34vs,72199,"34.78  -92.25"""
"""OAK GROVE",AR,EM36gk,72660,"36.45  -93.43"""
"""OAKLAND",AR,EM36rk,72661,"36.44  -92.57"""
"""OARK",AR,EM35fr,72852,"35.71  -93.57"""
"""ODEN",AR,EM34co,71961,"34.62  -93.78"""
"""PINE RIDGE",AR,EM34co,71961,"34.62  -93.78"""
"""HUDDLESTON",AR,EM34co,71961,"34.62  -93.78"""
"""WHITETOWN",AR,EM34co,71961,"34.62  -93.78"""
"""ODEN",AR,EM34co,71966,"34.62  -93.78"""
"""PINE RIDGE",AR,EM34co,71966,"34.62  -93.78"""
"""OGDEN",AR,EM23xn,71853,"33.58  -94.04"""
"""OIL TROUGH",AR,EM45go,72564,"35.62  -91.46"""
"""O KEAN",AR,EM46od,72449,"36.16  -90.81"""
"""OKOLONA",AR,EM34ia,71962,"34  -93.33"""
"""OLA",AR,EM35ja,72853,"35.03  -93.22"""
"""OMAHA",AR,EM36jl,72662,"36.46  -93.19"""
"""ONEIDA",AR,EM44nj,72369,"34.39  -90.86"""
"""ONIA",AR,EM35uw,72663,"35.94  -92.33"""
"""PLEASANT HILLS",AR,EM35uw,72663,"35.94  -92.33"""
"""OSCEOLA",AR,EM55aq,72370,"35.7  -89.99"""
"""OXFORD",AR,EM46be,72565,"36.2  -91.91"""
"""OZAN",AR,EM33du,71855,"33.84  -93.71"""
"""OZARK",AR,EM35bl,72949,"35.49  -93.84"""
"""OZONE",AR,EM35gq,72854,"35.67  -93.43"""
"""PALESTINE",AR,EM44nx,72372,"34.97  -90.9"""
"""PANGBURN",AR,EM45ck,72121,"35.42  -91.83"""
"""DAVENPORT",AR,EM45ck,72121,"35.42  -91.83"""
"""DEWEY",AR,EM45ck,72121,"35.42  -91.83"""
"""HICKORY FLAT",AR,EM45ck,72121,"35.42  -91.83"""
"""LITTLE RED",AR,EM45ck,72121,"35.42  -91.83"""
"""MCJESTER",AR,EM45ck,72121,"35.42  -91.83"""
"""PARAGOULD",AR,EM46rb,72450,"36.05  -90.51"""
"""PARAGOULD",AR,EM46rb,72451,"36.05  -90.51"""
"""PARIS",AR,EM35dg,72855,"35.28  -93.72"""
"""PARKDALE",AR,EM43fc,71661,"33.12  -91.54"""
"""EMPIRE",AR,EM43fc,71661,"33.12  -91.54"""
"""PARKIN",AR,EM45rg,72373,"35.26  -90.55"""
"""PARKS",AR,EM34bs,72950,"34.79  -93.87"""
"""PARON",AR,EM34nt,72122,"34.8  -92.85"""
"""PARTHENON",AR,EM35iw,72666,"35.93  -93.28"""
"""PATTERSON",AR,EM45jg,72123,"35.25  -91.23"""
"""PEACH ORCHARD",AR,EM46qg,72453,"36.28  -90.66"""
"""PEARCY",AR,EM34ik,71964,"34.43  -93.3"""
"""PEA RIDGE",AR,EM26wk,72751,"36.45  -94.11"""
"""PEEL",AR,EM36oj,72668,"36.41  -92.76"""
"""PELSOR",AR,EM35lq,72856,"35.68  -93.05"""
"""PENCIL BLUFF",AR,EM34dp,71965,"34.65  -93.74"""
"""Y CITY",AR,EM34dp,71965,"34.65  -93.74"""
"""PERRY",AR,EM35oa,72125,"35.04  -92.79"""
"""PERRYVILLE",AR,EM35oa,72126,"35  -92.8"""
"""APLIN",AR,EM35oa,72126,"35  -92.8"""
"""CHERRY HILL",AR,EM35oa,72126,"35  -92.8"""
"""DEBERRIE",AR,EM35oa,72126,"35  -92.8"""
"""NIMROD",AR,EM35oa,72126,"35  -92.8"""
"""THORNBURG",AR,EM35oa,72126,"35  -92.8"""
"""WILLIAMS JUNCTION",AR,EM35oa,72126,"35  -92.8"""
"""PETTIGREW",AR,EM35et,72752,"35.82  -93.65"""
"""PICKENS",AR,EM43ht,71662,"33.8  -91.38"""
"""GOURD",AR,EM43ht,71662,"33.8  -91.38"""
"""TYRO",AR,EM43ht,71662,"33.8  -91.38"""
"""PIGGOTT",AR,EM46vj,72454,"36.38  -90.2"""
"""PINDALL",AR,EM36nb,72669,"36.05  -92.86"""
"""PINE BLUFF",AR,EM34xf,71601,"34.21  -92.01"""
"""ARSENAL",AR,EM34xf,71601,"34.21  -92.01"""
"""HARDIN",AR,EM34xf,71601,"34.21  -92.01"""
"""JEFFERSON SQUARE",AR,EM34xf,71601,"34.21  -92.01"""
"""WHITE HALL",AR,EM34wg,71602,"34.27  -92.09"""
"""PINE BLUFF",AR,EM34wg,71602,"34.27  -92.09"""
"""PINE BLUFF",AR,EM34xf,71603,"34.21  -92.01"""
"""PINE BLUFF",AR,EM34xf,71611,"34.21  -92.01"""
"""WHITE HALL",AR,EM34wg,71612,"34.27  -92.09"""
"""PINE BLUFF",AR,EM34wg,71612,"34.27  -92.09"""
"""PINE BLUFF",AR,EM34xf,71613,"34.21  -92.01"""
"""PINEVILLE",AR,EM36wd,72566,"36.15  -92.1"""
"""PLAINVIEW",AR,EM34ix,72857,"34.98  -93.29"""
"""PLEASANT GROVE",AR,EM45au,72567,"35.84  -91.92"""
"""PLEASANT GRV",AR,EM45au,72567,"35.84  -91.92"""
"""PLEASANT PLAINS",AR,EM45en,72568,"35.55  -91.62"""
"""PLEASANT PLNS",AR,EM45en,72568,"35.55  -91.62"""
"""PLUMERVILLE",AR,EM35qd,72127,"35.16  -92.64"""
"""HILL CREEK",AR,EM35qd,72127,"35.16  -92.64"""
"""POCAHONTAS",AR,EM46mg,72455,"36.26  -90.96"""
"""WARM SPRINGS",AR,EM46ll,72478,"36.46  -91.04"""
"""POLLARD",AR,EM46uk,72456,"36.43  -90.26"""
"""PONCA",AR,EM36hb,72670,"36.06  -93.4"""
"""POPLAR GROVE",AR,EM44nm,72374,"34.53  -90.87"""
"""PORTIA",AR,EM46lb,72457,"36.08  -91.07"""
"""PORTLAND",AR,EM43ff,71663,"33.23  -91.51"""
"""POTTSVILLE",AR,EM35lf,72858,"35.23  -93.05"""
"""POUGHKEEPSIE",AR,EM46gb,72569,"36.08  -91.43"""
"""POWHATAN",AR,EM46kb,72458,"36.08  -91.11"""
"""POYEN",AR,EM34qh,72128,"34.32  -92.64"""
"""PRAIRIE GROVE",AR,EM25ux,72753,"35.97  -94.31"""
"""PRATTSVILLE",AR,EM34rh,72129,"34.31  -92.54"""
"""BUIE",AR,EM34rh,72129,"34.31  -92.54"""
"""PRESCOTT",AR,EM33ht,71857,"33.8  -93.38"""
"""LANEBURG",AR,EM33ht,71857,"33.8  -93.38"""
"""READER",AR,EM33ht,71857,"33.8  -93.38"""
"""PRIM",AR,EM35wq,72130,"35.69  -92.14"""
"""WOODROW",AR,EM35wq,72130,"35.69  -92.14"""
"""PROCTOR",AR,EM45vb,72376,"35.08  -90.24"""
"""PYATT",AR,EM36ng,72672,"36.25  -92.84"""
"""QUITMAN",AR,EM35vj,72131,"35.38  -92.21"""
"""ENDERS",AR,EM35vj,72131,"35.38  -92.21"""
"""FAIRBANKS",AR,EM35vj,72131,"35.38  -92.21"""
"""PEARSON",AR,EM35vj,72131,"35.38  -92.21"""
"""RATCLIFF",AR,EM35bh,72951,"35.3  -93.88"""
"""RAVENDEN",AR,EM46jf,72459,"36.23  -91.25"""
"""RAVENDEN SPRINGS",AR,EM46jh,72460,"36.31  -91.22"""
"""RAVENDEN SPGS",AR,EM46jh,72460,"36.31  -91.22"""
"""RECTOR",AR,EM46ug,72461,"36.26  -90.29"""
"""REDFIELD",AR,EM34vk,72132,"34.44  -92.18"""
"""KEARNEY",AR,EM34vk,72132,"34.44  -92.18"""
"""ORION",AR,EM34vk,72132,"34.44  -92.18"""
"""REYDELL",AR,EM44fd,72133,"34.14  -91.53"""
"""REYNO",AR,EM46pi,72462,"36.36  -90.75"""
"""RISON",AR,EM33vw,71665,"33.95  -92.19"""
"""CALMER",AR,EM33vw,71665,"33.95  -92.19"""
"""DIALION",AR,EM33vw,71665,"33.95  -92.19"""
"""HERBINE",AR,EM33vw,71665,"33.95  -92.19"""
